# Time-averaged data for fix CPR
# TimeStep c_VIR[1] c_VIR[2] c_VIR[3] c_VIR[4] c_VIR[5] c_VIR[6]
13369 -295.391 -337.422 -329.17 45.0467 2.02745 -25.1457
13370 -294.338 -336.476 -328.254 45.1352 2.08397 -24.2308
13371 -293.321 -335.521 -327.296 45.2429 2.1337 -23.296
13372 -292.228 -334.536 -326.336 45.3311 2.15552 -22.3653
13373 -291.145 -333.495 -325.327 45.4189 2.17586 -21.4131
13374 -290.048 -332.426 -324.276 45.495 2.18372 -20.4434
13375 -288.958 -331.355 -323.2 45.5636 2.19191 -19.4662
13376 -287.838 -330.306 -322.092 45.6304 2.1705 -18.4672
13377 -286.683 -329.232 -320.997 45.7134 2.15788 -17.4655
13378 -285.494 -328.143 -319.853 45.7794 2.14408 -16.4544
13379 -284.326 -327.01 -318.699 45.8567 2.10792 -15.431
13380 -283.165 -325.877 -317.557 45.9223 2.08091 -14.4065
13381 -281.994 -324.737 -316.392 45.9835 2.02867 -13.3708
13382 -280.819 -323.577 -315.192 46.0339 1.96943 -12.3307
13383 -279.634 -322.397 -313.946 46.1006 1.9092 -11.2798
13384 -278.451 -321.189 -312.702 46.1561 1.8187 -10.2299
13385 -277.244 -319.997 -311.444 46.2154 1.74813 -9.15888
13386 -276.043 -318.781 -310.176 46.2576 1.66671 -8.10143
13387 -274.827 -317.568 -308.882 46.3018 1.56481 -7.01856
13388 -273.583 -316.337 -307.61 46.3479 1.46557 -5.94113
13389 -272.382 -315.116 -306.336 46.3956 1.36197 -4.86296
13390 -271.131 -313.864 -305.028 46.4373 1.23354 -3.76667
13391 -269.882 -312.611 -303.705 46.4847 1.11203 -2.68764
13392 -268.659 -311.381 -302.41 46.5339 0.982958 -1.58845
13393 -267.415 -310.12 -301.084 46.5749 0.845323 -0.477216
13394 -266.168 -308.864 -299.735 46.6297 0.706005 0.615274
13395 -264.977 -307.573 -298.403 46.6688 0.54762 1.71725
13396 -263.763 -306.341 -297.082 46.7103 0.378631 2.79752
13397 -262.547 -305.054 -295.723 46.7514 0.203463 3.89726
13398 -261.315 -303.762 -294.388 46.7902 0.0330162 4.99858
13399 -260.096 -302.474 -293.052 46.8289 -0.140028 6.10316
13400 -258.924 -301.195 -291.729 46.8654 -0.310231 7.20309
13401 -257.714 -299.89 -290.409 46.8933 -0.499165 8.29953
13402 -256.507 -298.593 -289.08 46.9148 -0.685986 9.37963
13403 -255.317 -297.316 -287.782 46.9317 -0.884081 10.4672
13404 -254.133 -296.044 -286.46 46.9495 -1.08358 11.5586
13405 -252.988 -294.801 -285.187 46.9785 -1.29027 12.6193
13406 -251.848 -293.541 -283.867 46.997 -1.51385 13.6945
13407 -250.675 -292.301 -282.608 47.0158 -1.73063 14.7663
13408 -249.541 -291.032 -281.33 47.0472 -1.93329 15.8317
13409 -248.44 -289.791 -280.094 47.0795 -2.15474 16.8878
13410 -247.339 -288.564 -278.881 47.1129 -2.39659 17.9171
13411 -246.254 -287.342 -277.654 47.139 -2.64607 18.9632
13412 -245.189 -286.142 -276.468 47.1646 -2.8704 20.0055
13413 -244.126 -284.972 -275.253 47.1755 -3.12388 21.0257
13414 -243.082 -283.808 -274.088 47.1853 -3.37206 22.0496
13415 -242.043 -282.637 -272.944 47.1882 -3.6118 23.0625
13416 -241.021 -281.512 -271.799 47.2222 -3.87623 24.0745
13417 -240.027 -280.357 -270.709 47.2391 -4.13386 25.0494
13418 -239.072 -279.24 -269.628 47.2576 -4.38212 26.027
13419 -238.108 -278.163 -268.555 47.2782 -4.63407 26.9896
13420 -237.149 -277.024 -267.506 47.3127 -4.89752 27.9584
13421 -236.213 -275.937 -266.486 47.335 -5.16673 28.9179
13422 -235.307 -274.866 -265.505 47.3658 -5.43596 29.8625
13423 -234.434 -273.825 -264.517 47.4111 -5.71196 30.7744
13424 -233.581 -272.85 -263.554 47.4354 -5.98537 31.6983
13425 -232.75 -271.852 -262.652 47.4664 -6.29015 32.6024
13426 -231.951 -270.911 -261.743 47.4995 -6.5822 33.4958
13427 -231.161 -269.949 -260.878 47.5301 -6.86539 34.3696
13428 -230.349 -269.01 -260.078 47.5426 -7.16621 35.257
13429 -229.579 -268.114 -259.269 47.5601 -7.45053 36.1112
13430 -228.849 -267.258 -258.502 47.594 -7.76406 36.9504
13431 -228.142 -266.385 -257.744 47.64 -8.04873 37.7703
13432 -227.45 -265.576 -257.04 47.6721 -8.33792 38.5912
13433 -226.807 -264.787 -256.361 47.7114 -8.64639 39.3954
13434 -226.164 -264.052 -255.711 47.7357 -8.9702 40.1976
13435 -225.553 -263.289 -255.068 47.7616 -9.27017 40.9704
13436 -224.942 -262.591 -254.487 47.797 -9.57801 41.7318
13437 -224.385 -261.921 -253.941 47.8205 -9.90561 42.4746
13438 -223.839 -261.277 -253.415 47.8465 -10.2188 43.2031
13439 -223.343 -260.666 -252.934 47.8662 -10.5283 43.9255
13440 -222.842 -260.08 -252.48 47.8962 -10.8605 44.6488
13441 -222.391 -259.497 -252.031 47.9103 -11.1925 45.3512
13442 -221.967 -258.96 -251.618 47.9337 -11.5213 46.0284
13443 -221.576 -258.46 -251.276 47.9598 -11.861 46.7165
13444 -221.173 -257.952 -250.95 47.9699 -12.1923 47.3626
13445 -220.827 -257.525 -250.618 47.9777 -12.535 47.9973
13446 -220.511 -257.137 -250.358 47.9924 -12.881 48.6244
13447 -220.212 -256.759 -250.131 47.9992 -13.2317 49.2396
13448 -219.949 -256.402 -249.895 48.003 -13.5883 49.8478
13449 -219.713 -256.101 -249.727 48.0135 -13.9564 50.4301
13450 -219.474 -255.862 -249.58 48.0254 -14.3172 51.0114
13451 -219.282 -255.62 -249.427 48.0338 -14.6708 51.5766
13452 -219.15 -255.45 -249.324 48.0425 -15.0438 52.1294
13453 -218.997 -255.27 -249.216 48.0475 -15.4108 52.658
13454 -218.876 -255.136 -249.212 48.0467 -15.7767 53.1862
13455 -218.804 -255.018 -249.221 48.0331 -16.1561 53.6984
13456 -218.786 -254.967 -249.246 48.0213 -16.5356 54.2094
13457 -218.782 -254.899 -249.311 47.9983 -16.9151 54.6995
13458 -218.776 -254.884 -249.4 47.9898 -17.3019 55.1798
13459 -218.851 -254.902 -249.522 47.9681 -17.6892 55.6361
13460 -218.937 -254.926 -249.618 47.9277 -18.087 56.0837
13461 -219.007 -255.008 -249.808 47.9101 -18.489 56.52
13462 -219.146 -255.138 -249.964 47.8771 -18.8818 56.9546
13463 -219.279 -255.241 -250.172 47.8354 -19.2761 57.3611
13464 -219.422 -255.382 -250.424 47.7862 -19.6834 57.765
13465 -219.605 -255.571 -250.698 47.7398 -20.092 58.1531
13466 -219.85 -255.797 -250.942 47.6837 -20.5133 58.533
13467 -220.097 -256.047 -251.238 47.6256 -20.9342 58.9105
13468 -220.4 -256.327 -251.565 47.5543 -21.347 59.2725
13469 -220.716 -256.63 -251.901 47.4849 -21.7772 59.6291
13470 -221.058 -256.933 -252.243 47.3996 -22.2133 59.9668
13471 -221.424 -257.284 -252.598 47.3181 -22.6414 60.3089
13472 -221.827 -257.656 -252.996 47.2173 -23.0755 60.6268
13473 -222.233 -258.043 -253.406 47.1346 -23.52 60.9545
13474 -222.679 -258.481 -253.814 47.0223 -23.9626 61.2605
13475 -223.155 -258.906 -254.241 46.9215 -24.3989 61.5561
13476 -223.663 -259.378 -254.709 46.7955 -24.8392 61.8391
13477 -224.222 -259.852 -255.157 46.6708 -25.2881 62.1194
13478 -224.779 -260.386 -255.661 46.5367 -25.7399 62.384
13479 -225.41 -260.93 -256.185 46.4 -26.1806 62.6461
13480 -226.057 -261.536 -256.723 46.247 -26.6354 62.9089
13481 -226.701 -262.147 -257.265 46.1051 -27.0888 63.1495
13482 -227.378 -262.728 -257.789 45.9602 -27.5433 63.3872
13483 -228.081 -263.333 -258.33 45.7892 -28.0168 63.6148
13484 -228.799 -263.974 -258.863 45.6166 -28.4708 63.8346
13485 -229.518 -264.63 -259.412 45.4371 -28.9343 64.0449
13486 -230.3 -265.291 -260.026 45.2484 -29.4081 64.2574
13487 -231.12 -266.004 -260.661 45.0571 -29.8512 64.4789
13488 -231.958 -266.706 -261.266 44.847 -30.3136 64.6865
13489 -232.822 -267.413 -261.873 44.6426 -30.7665 64.8851
13490 -233.705 -268.112 -262.483 44.4279 -31.2024 65.074
13491 -234.635 -268.813 -263.107 44.1968 -31.6526 65.2359
13492 -235.57 -269.57 -263.721 43.9598 -32.1144 65.4063
13493 -236.528 -270.33 -264.379 43.7187 -32.5777 65.5595
13494 -237.49 -271.094 -265.034 43.4721 -33.0235 65.7218
13495 -238.523 -271.88 -265.684 43.2273 -33.4708 65.8781
13496 -239.552 -272.656 -266.361 42.9525 -33.9264 66.026
13497 -240.58 -273.419 -267 42.6792 -34.362 66.1615
13498 -241.639 -274.244 -267.628 42.387 -34.8049 66.3115
13499 -242.748 -275.059 -268.273 42.0951 -35.2297 66.4429
13500 -243.865 -275.874 -268.927 41.7887 -35.6623 66.5702
13501 -244.979 -276.659 -269.544 41.4868 -36.1063 66.6996
13502 -246.164 -277.467 -270.213 41.1545 -36.5438 66.8038
13503 -247.326 -278.273 -270.813 40.8409 -36.9603 66.9084
13504 -248.492 -279.085 -271.452 40.5146 -37.365 67.0065
13505 -249.665 -279.887 -272.142 40.1975 -37.7534 67.09
13506 -250.891 -280.728 -272.785 39.8631 -38.17 67.1768
13507 -252.126 -281.558 -273.442 39.5241 -38.5686 67.2576
13508 -253.383 -282.364 -274.058 39.1719 -38.9725 67.3226
13509 -254.671 -283.139 -274.672 38.8009 -39.3562 67.3956
13510 -255.944 -283.925 -275.287 38.4321 -39.7457 67.4596
13511 -257.237 -284.721 -275.905 38.0603 -40.1136 67.5119
13512 -258.546 -285.499 -276.497 37.6915 -40.4872 67.5688
13513 -259.875 -286.289 -277.058 37.3037 -40.8458 67.6024
13514 -261.217 -287.076 -277.636 36.9156 -41.2133 67.6471
13515 -262.577 -287.882 -278.235 36.5267 -41.5794 67.6775
13516 -263.933 -288.649 -278.799 36.119 -41.9269 67.7183
13517 -265.286 -289.404 -279.379 35.6986 -42.2644 67.7447
13518 -266.673 -290.155 -279.907 35.2901 -42.5961 67.7374
13519 -268.06 -290.875 -280.404 34.8596 -42.9066 67.739
13520 -269.458 -291.613 -280.939 34.4396 -43.2197 67.7389
13521 -270.856 -292.337 -281.482 34.0005 -43.5324 67.7357
13522 -272.256 -293.039 -281.984 33.5627 -43.8445 67.7356
13523 -273.673 -293.763 -282.458 33.13 -44.1485 67.6993
13524 -275.09 -294.441 -282.956 32.6769 -44.428 67.6827
13525 -276.509 -295.094 -283.409 32.218 -44.702 67.6405
13526 -277.918 -295.758 -283.846 31.7586 -44.9643 67.6013
13527 -279.333 -296.386 -284.305 31.3041 -45.2322 67.5466
13528 -280.748 -296.995 -284.711 30.8536 -45.4958 67.4906
13529 -282.147 -297.609 -285.096 30.3838 -45.7395 67.4354
13530 -283.55 -298.208 -285.476 29.9108 -45.9701 67.3724
13531 -284.947 -298.797 -285.837 29.4174 -46.1934 67.3067
13532 -286.336 -299.358 -286.187 28.9268 -46.4148 67.199
13533 -287.706 -299.882 -286.531 28.4376 -46.6219 67.0957
13534 -289.091 -300.428 -286.859 27.9465 -46.8205 67.0012
13535 -290.46 -300.919 -287.184 27.453 -47.0012 66.881
13536 -291.816 -301.401 -287.496 26.9512 -47.1837 66.7499
13537 -293.19 -301.861 -287.766 26.4524 -47.344 66.6102
13538 -294.559 -302.299 -288.016 25.9282 -47.5101 66.482
13539 -295.898 -302.722 -288.27 25.4122 -47.656 66.3272
13540 -297.238 -303.108 -288.481 24.8952 -47.7944 66.1729
13541 -298.577 -303.469 -288.674 24.3877 -47.9235 65.9932
13542 -299.905 -303.821 -288.866 23.8397 -48.0496 65.8173
13543 -301.232 -304.198 -289.022 23.3189 -48.171 65.6091
13544 -302.527 -304.501 -289.144 22.7775 -48.2628 65.3906
13545 -303.817 -304.814 -289.245 22.2261 -48.3449 65.1735
13546 -305.097 -305.094 -289.344 21.6906 -48.4077 64.9359
13547 -306.327 -305.321 -289.395 21.1268 -48.4915 64.6912
13548 -307.559 -305.553 -289.43 20.5609 -48.5554 64.4384
13549 -308.778 -305.774 -289.45 20.0099 -48.5921 64.1769
13550 -309.975 -305.948 -289.427 19.459 -48.6257 63.9035
13551 -311.152 -306.13 -289.396 18.8918 -48.6473 63.6274
13552 -312.343 -306.275 -289.327 18.3189 -48.6714 63.3325
13553 -313.513 -306.391 -289.267 17.7281 -48.6697 63.0144
13554 -314.636 -306.515 -289.224 17.1557 -48.6686 62.6724
13555 -315.733 -306.634 -289.109 16.5941 -48.6442 62.3339
13556 -316.8 -306.725 -288.979 16.0102 -48.618 61.9825
13557 -317.874 -306.772 -288.823 15.4339 -48.583 61.6127
13558 -318.901 -306.791 -288.638 14.8603 -48.534 61.2479
13559 -319.92 -306.814 -288.406 14.289 -48.4953 60.8424
13560 -320.882 -306.802 -288.193 13.6916 -48.4198 60.4351
13561 -321.842 -306.782 -287.96 13.0997 -48.3691 60.0081
13562 -322.789 -306.75 -287.741 12.5023 -48.2844 59.5629
13563 -323.684 -306.672 -287.457 11.9044 -48.2026 59.1112
13564 -324.561 -306.627 -287.148 11.306 -48.112 58.6347
13565 -325.386 -306.513 -286.818 10.7035 -48.0097 58.1502
13566 -326.201 -306.402 -286.498 10.1062 -47.8976 57.6496
13567 -327.029 -306.293 -286.136 9.50346 -47.7753 57.1387
13568 -327.827 -306.155 -285.754 8.8992 -47.6636 56.6165
13569 -328.589 -306.024 -285.356 8.30128 -47.5315 56.0723
13570 -329.317 -305.862 -284.946 7.70172 -47.3967 55.5179
13571 -330.065 -305.714 -284.532 7.10497 -47.2572 54.94
13572 -330.768 -305.531 -284.133 6.48091 -47.1028 54.3454
13573 -331.428 -305.362 -283.7 5.88389 -46.9384 53.7442
13574 -332.093 -305.185 -283.23 5.27759 -46.7831 53.1317
13575 -332.698 -304.98 -282.747 4.67646 -46.6221 52.4841
13576 -333.291 -304.74 -282.231 4.06655 -46.4571 51.8191
13577 -333.849 -304.507 -281.718 3.44973 -46.2616 51.1448
13578 -334.414 -304.302 -281.207 2.83743 -46.0693 50.4616
13579 -334.924 -304.055 -280.685 2.22995 -45.8778 49.7692
13580 -335.407 -303.801 -280.136 1.62434 -45.6827 49.0535
13581 -335.875 -303.551 -279.586 1.02394 -45.4594 48.3318
13582 -336.331 -303.33 -279.021 0.430758 -45.2532 47.5886
13583 -336.724 -303.046 -278.421 -0.166846 -45.05 46.846
13584 -337.101 -302.754 -277.838 -0.762216 -44.8313 46.0675
13585 -337.432 -302.451 -277.236 -1.35836 -44.6132 45.2899
13586 -337.78 -302.181 -276.633 -1.95473 -44.3935 44.5099
13587 -338.068 -301.894 -276.043 -2.53564 -44.167 43.7069
13588 -338.334 -301.593 -275.429 -3.12253 -43.9374 42.8871
13589 -338.592 -301.32 -274.827 -3.69576 -43.7092 42.051
13590 -338.832 -301.023 -274.209 -4.2692 -43.464 41.2124
13591 -339.068 -300.761 -273.575 -4.84521 -43.2206 40.3268
13592 -339.265 -300.462 -272.911 -5.41566 -42.961 39.4496
13593 -339.42 -300.183 -272.286 -5.98024 -42.7207 38.566
13594 -339.552 -299.911 -271.698 -6.54412 -42.4687 37.6929
13595 -339.675 -299.623 -271.104 -7.08206 -42.23 36.7995
13596 -339.775 -299.336 -270.492 -7.62586 -42.0004 35.8935
13597 -339.847 -299.071 -269.848 -8.16242 -41.7592 34.9591
13598 -339.932 -298.822 -269.232 -8.69377 -41.5148 34.0397
13599 -339.974 -298.549 -268.614 -9.21648 -41.2605 33.1109
13600 -339.982 -298.288 -268.005 -9.72587 -40.9945 32.1818
13601 -339.991 -298.051 -267.422 -10.2433 -40.7535 31.2422
13602 -339.938 -297.806 -266.823 -10.7384 -40.4979 30.2785
13603 -339.894 -297.545 -266.231 -11.2284 -40.2451 29.3198
13604 -339.813 -297.299 -265.6 -11.7088 -40.0081 28.3631
13605 -339.73 -297.084 -265.004 -12.168 -39.7646 27.3886
13606 -339.601 -296.851 -264.422 -12.6294 -39.5287 26.4268
13607 -339.475 -296.649 -263.84 -13.0761 -39.2795 25.4526
13608 -339.319 -296.446 -263.283 -13.5226 -39.0335 24.4691
13609 -339.16 -296.24 -262.757 -13.9378 -38.7748 23.5119
13610 -338.993 -296.045 -262.202 -14.3673 -38.5236 22.5258
13611 -338.778 -295.838 -261.671 -14.7646 -38.3051 21.551
13612 -338.569 -295.645 -261.178 -15.167 -38.0785 20.5793
13613 -338.334 -295.469 -260.649 -15.5453 -37.8475 19.5932
13614 -338.133 -295.291 -260.135 -15.8954 -37.6163 18.6162
13615 -337.854 -295.089 -259.617 -16.2516 -37.393 17.6225
13616 -337.54 -294.909 -259.109 -16.5999 -37.1941 16.6322
13617 -337.219 -294.748 -258.615 -16.9188 -36.9662 15.6515
13618 -336.875 -294.562 -258.117 -17.2418 -36.769 14.6669
13619 -336.538 -294.38 -257.644 -17.534 -36.5713 13.6862
13620 -336.159 -294.208 -257.189 -17.8129 -36.3739 12.7188
13621 -335.806 -294.065 -256.718 -18.0822 -36.1843 11.758
13622 -335.436 -293.945 -256.279 -18.3294 -35.9963 10.7997
13623 -335.069 -293.824 -255.822 -18.5513 -35.8158 9.84482
13624 -334.638 -293.679 -255.376 -18.778 -35.6308 8.8919
13625 -334.204 -293.536 -254.97 -18.9872 -35.4608 7.9305
13626 -333.735 -293.405 -254.559 -19.1678 -35.2717 6.99402
13627 -333.262 -293.287 -254.165 -19.3206 -35.1081 6.05605
13628 -332.763 -293.141 -253.777 -19.4864 -34.9435 5.14901
13629 -332.241 -293.006 -253.364 -19.6236 -34.7956 4.23287
13630 -331.735 -292.89 -252.991 -19.7416 -34.66 3.32657
13631 -331.193 -292.767 -252.623 -19.8413 -34.5014 2.41917
13632 -330.678 -292.599 -252.313 -19.9256 -34.3415 1.50302
13633 -330.118 -292.474 -251.978 -19.9953 -34.1851 0.617845
13634 -329.557 -292.295 -251.635 -20.0292 -34.0565 -0.253665
13635 -328.998 -292.157 -251.292 -20.0527 -33.9184 -1.1207
13636 -328.421 -292.009 -250.953 -20.0546 -33.7764 -1.96192
13637 -327.819 -291.884 -250.605 -20.0323 -33.623 -2.77994
13638 -327.21 -291.733 -250.256 -19.985 -33.5217 -3.60246
13639 -326.582 -291.57 -249.935 -19.9309 -33.4142 -4.4001
13640 -325.913 -291.384 -249.623 -19.8718 -33.2998 -5.19372
13641 -325.25 -291.215 -249.334 -19.7914 -33.1846 -5.97931
13642 -324.57 -290.996 -249.034 -19.6741 -33.0835 -6.74022
13643 -323.902 -290.828 -248.729 -19.5595 -32.9814 -7.48963
13644 -323.207 -290.6 -248.432 -19.4197 -32.8952 -8.21682
13645 -322.522 -290.429 -248.162 -19.2554 -32.8002 -8.93108
13646 -321.808 -290.201 -247.858 -19.0662 -32.7161 -9.62145
13647 -321.061 -289.985 -247.566 -18.8624 -32.6484 -10.2965
13648 -320.304 -289.733 -247.27 -18.629 -32.5647 -10.9518
13649 -319.568 -289.486 -246.992 -18.3957 -32.4943 -11.5974
13650 -318.801 -289.248 -246.734 -18.134 -32.4218 -12.2071
13651 -318.027 -288.963 -246.42 -17.8415 -32.3536 -12.8039
13652 -317.236 -288.707 -246.153 -17.5345 -32.2867 -13.3883
13653 -316.41 -288.405 -245.823 -17.2108 -32.238 -13.9431
13654 -315.605 -288.137 -245.52 -16.8617 -32.1911 -14.4755
13655 -314.82 -287.842 -245.214 -16.5019 -32.1239 -14.9837
13656 -313.996 -287.515 -244.906 -16.1168 -32.083 -15.4796
13657 -313.162 -287.184 -244.61 -15.7244 -32.0313 -15.9547
13658 -312.29 -286.825 -244.309 -15.2858 -31.9749 -16.4061
13659 -311.453 -286.478 -244.011 -14.8408 -31.933 -16.8332
13660 -310.584 -286.143 -243.693 -14.3859 -31.8846 -17.2113
13661 -309.721 -285.761 -243.383 -13.9124 -31.8597 -17.587
13662 -308.832 -285.356 -243.051 -13.4166 -31.8324 -17.9435
13663 -307.947 -284.993 -242.757 -12.8962 -31.7995 -18.2594
13664 -307.055 -284.622 -242.44 -12.3457 -31.7634 -18.56
13665 -306.17 -284.227 -242.098 -11.8029 -31.7333 -18.8321
13666 -305.294 -283.844 -241.79 -11.2189 -31.7183 -19.0739
13667 -304.381 -283.431 -241.429 -10.6126 -31.6996 -19.2811
13668 -303.473 -283.002 -241.083 -9.99776 -31.6787 -19.4641
13669 -302.532 -282.578 -240.727 -9.36574 -31.6658 -19.6081
13670 -301.59 -282.134 -240.339 -8.72017 -31.6538 -19.7359
13671 -300.681 -281.714 -239.971 -8.06343 -31.6547 -19.8307
13672 -299.768 -281.281 -239.596 -7.38733 -31.662 -19.8968
13673 -298.848 -280.826 -239.23 -6.68461 -31.6682 -19.9313
13674 -297.922 -280.39 -238.84 -5.96399 -31.6635 -19.9381
13675 -296.986 -279.927 -238.468 -5.22579 -31.6742 -19.9169
13676 -296.044 -279.485 -238.083 -4.47003 -31.6756 -19.8696
13677 -295.148 -279.024 -237.686 -3.69552 -31.6805 -19.772
13678 -294.215 -278.565 -237.276 -2.91707 -31.6889 -19.6589
13679 -293.296 -278.112 -236.876 -2.12556 -31.7123 -19.5075
13680 -292.388 -277.628 -236.461 -1.32069 -31.7429 -19.3174
13681 -291.448 -277.182 -236.05 -0.48248 -31.764 -19.1114
13682 -290.52 -276.695 -235.67 0.366256 -31.782 -18.8673
13683 -289.579 -276.246 -235.258 1.21095 -31.8087 -18.5782
13684 -288.682 -275.777 -234.836 2.06969 -31.8474 -18.2639
13685 -287.765 -275.33 -234.398 2.91816 -31.8955 -17.9007
13686 -286.863 -274.87 -234.007 3.78556 -31.9339 -17.5159
13687 -285.985 -274.437 -233.586 4.66042 -31.9864 -17.0968
13688 -285.115 -274.024 -233.19 5.55023 -32.0375 -16.6561
13689 -284.23 -273.604 -232.746 6.46941 -32.0914 -16.1731
13690 -283.382 -273.171 -232.357 7.36944 -32.1655 -15.6349
13691 -282.492 -272.726 -231.915 8.28201 -32.235 -15.0615
13692 -281.627 -272.344 -231.498 9.20722 -32.2958 -14.4534
13693 -280.799 -271.949 -231.067 10.1409 -32.3562 -13.8193
13694 -279.959 -271.58 -230.656 11.0643 -32.4281 -13.1469
13695 -279.096 -271.17 -230.231 11.9999 -32.5053 -12.4333
13696 -278.253 -270.812 -229.823 12.9404 -32.5853 -11.686
13697 -277.46 -270.462 -229.417 13.8917 -32.6829 -10.9093
13698 -276.67 -270.127 -229.003 14.8392 -32.7634 -10.0764
13699 -275.865 -269.829 -228.631 15.8016 -32.8711 -9.22605
13700 -275.106 -269.538 -228.22 16.7609 -32.9821 -8.338
13701 -274.349 -269.244 -227.847 17.7043 -33.095 -7.42189
13702 -273.612 -268.999 -227.474 18.6528 -33.2128 -6.46148
13703 -272.905 -268.751 -227.126 19.58 -33.3329 -5.45583
13704 -272.199 -268.521 -226.736 20.5178 -33.4532 -4.4323
13705 -271.508 -268.304 -226.385 21.4571 -33.5898 -3.37068
13706 -270.843 -268.121 -226.039 22.3899 -33.7364 -2.26267
13707 -270.159 -267.953 -225.713 23.3271 -33.8799 -1.12507
13708 -269.523 -267.839 -225.396 24.2527 -34.0247 0.0423987
13709 -268.901 -267.704 -225.085 25.1637 -34.1747 1.25348
13710 -268.298 -267.62 -224.826 26.076 -34.3257 2.49815
13711 -267.73 -267.516 -224.555 26.9667 -34.4981 3.78537
13712 -267.183 -267.509 -224.282 27.8584 -34.6641 5.08441
13713 -266.627 -267.465 -224.037 28.7529 -34.8419 6.42547
13714 -266.12 -267.467 -223.786 29.6516 -35.0109 7.81073
13715 -265.576 -267.51 -223.535 30.514 -35.1965 9.23188
13716 -265.118 -267.561 -223.293 31.3718 -35.3697 10.6702
13717 -264.646 -267.655 -223.069 32.2164 -35.5473 12.1438
13718 -264.166 -267.763 -222.858 33.0607 -35.7401 13.6434
13719 -263.763 -267.904 -222.64 33.8927 -35.9448 15.1532
13720 -263.365 -268.094 -222.428 34.7053 -36.1515 16.7291
13721 -262.964 -268.293 -222.263 35.5177 -36.3747 18.3132
13722 -262.627 -268.512 -222.117 36.3181 -36.5979 19.9412
13723 -262.285 -268.746 -221.961 37.0999 -36.8182 21.606
13724 -261.979 -269.033 -221.8 37.8626 -37.0551 23.2836
13725 -261.669 -269.322 -221.621 38.6287 -37.2989 24.9796
13726 -261.396 -269.652 -221.529 39.3537 -37.5565 26.7073
13727 -261.083 -270.016 -221.412 40.0734 -37.8015 28.4639
13728 -260.83 -270.396 -221.301 40.7895 -38.0527 30.2385
13729 -260.621 -270.811 -221.225 41.4848 -38.31 32.0389
13730 -260.445 -271.247 -221.164 42.1633 -38.5796 33.856
13731 -260.251 -271.731 -221.083 42.8224 -38.8355 35.6906
13732 -260.103 -272.275 -221.035 43.4697 -39.0989 37.5312
13733 -259.952 -272.797 -220.978 44.1147 -39.3907 39.4102
13734 -259.814 -273.369 -220.944 44.7267 -39.6834 41.3101
13735 -259.709 -273.982 -220.913 45.3314 -39.9814 43.2196
13736 -259.616 -274.606 -220.891 45.9052 -40.2983 45.1438
13737 -259.568 -275.256 -220.902 46.465 -40.6142 47.0862
13738 -259.538 -275.925 -220.916 47.0066 -40.9084 49.0531
13739 -259.498 -276.618 -220.933 47.5286 -41.2271 51.0281
13740 -259.477 -277.341 -220.937 48.0343 -41.5676 53.0101
13741 -259.506 -278.08 -220.951 48.5223 -41.9066 55.006
13742 -259.557 -278.846 -220.977 48.9975 -42.2392 56.9939
13743 -259.611 -279.639 -221.015 49.454 -42.5935 58.9796
13744 -259.657 -280.443 -221.065 49.8819 -42.9528 60.9942
13745 -259.677 -281.264 -221.067 50.2825 -43.3148 63.0172
13746 -259.768 -282.141 -221.108 50.6789 -43.6771 65.0372
13747 -259.864 -282.982 -221.137 51.0526 -44.0717 67.0535
13748 -259.98 -283.862 -221.185 51.435 -44.4355 69.0568
13749 -260.082 -284.728 -221.192 51.7781 -44.8178 71.0718
13750 -260.186 -285.639 -221.215 52.1128 -45.2027 73.0897
13751 -260.341 -286.564 -221.233 52.4397 -45.6079 75.1038
13752 -260.465 -287.526 -221.279 52.7416 -46.0118 77.104
13753 -260.587 -288.461 -221.284 53.0317 -46.4303 79.0891
13754 -260.74 -289.426 -221.309 53.3099 -46.8393 81.0655
13755 -260.909 -290.413 -221.322 53.569 -47.262 83.0349
13756 -261.044 -291.402 -221.287 53.8101 -47.6775 84.985
13757 -261.181 -292.371 -221.227 54.039 -48.1114 86.937
13758 -261.29 -293.342 -221.189 54.2313 -48.5635 88.8685
13759 -261.477 -294.314 -221.159 54.4069 -49.0047 90.7651
13760 -261.604 -295.321 -221.08 54.567 -49.4555 92.6574
13761 -261.724 -296.309 -220.994 54.7267 -49.9284 94.518
13762 -261.842 -297.318 -220.892 54.868 -50.4162 96.3739
13763 -261.959 -298.302 -220.776 54.9873 -50.9009 98.1888
13764 -262.079 -299.31 -220.672 55.0858 -51.373 99.9888
13765 -262.186 -300.337 -220.545 55.1609 -51.8689 101.742
13766 -262.281 -301.353 -220.401 55.2343 -52.3463 103.48
13767 -262.389 -302.356 -220.257 55.3011 -52.8306 105.17
13768 -262.459 -303.351 -220.092 55.3414 -53.3201 106.856
13769 -262.535 -304.359 -219.902 55.3604 -53.7932 108.492
13770 -262.585 -305.308 -219.684 55.3716 -54.298 110.104
13771 -262.596 -306.268 -219.428 55.3624 -54.7934 111.673
13772 -262.642 -307.207 -219.144 55.3166 -55.3048 113.2
13773 -262.663 -308.16 -218.864 55.29 -55.8216 114.683
13774 -262.673 -309.097 -218.581 55.243 -56.3359 116.115
13775 -262.641 -310.022 -218.265 55.1876 -56.8533 117.523
13776 -262.604 -310.952 -217.977 55.1209 -57.3584 118.884
